@1397848258473 | OLTP Data Parser: Initiated
@1397848467529 | Transaction 733: Verified => $8288.83244619927 from Wells Fargo:32 to Chase:25
@1397848467601 | Worker 178: committing Transaction 744
@1397848467674 | Transaction 744: Verifying
@1397848467747 | OLTP Data Parser: 5 transactions in queue
@1397848467819 | Transaction 724: Verified => $1519.5298505706135 from Capitol One:0 to Chase:36
@1397848467892 | Worker 181: committing Transaction 745
@1397848467964 | Transaction 745: Verifying
@1397848468037 | Transaction 739: Verified => $2171.6138644317616 from MetLife:1 to Chase:6
@1397848468110 | Transaction 735: Verifying
@1397848468183 | OLTP Data Parser: 4 transactions in queue
@1397848468255 | Transaction 728: Verified => $4294.896113680119 from ???????????? ????????:28 to Capitol One:0
@1397848468328 | Worker 176: committing Transaction 746
@1397848468401 | Transaction 746: Verifying
@1397848468473 | Transaction 732: Verified => $9656.48174911091 from ???????????? ????????:61 to Chase:16
@1397848468546 | Worker 177: committing Transaction 747
@1397848468619 | Transaction 747: Verifying
@1397848468692 | Transaction 739: Verifying
@1397848468765 | Transaction 737: Verified => $9955.339784294649 from Capitol One:18 to Citi:24
@1397848468838 | OLTP Data Parser: 4 transactions in queue
@1397848468912 | Transaction 737: Verifying
@1397848469013 | OLTP Data Parser: 4 transactions in queue
@1397848469158 | Transaction 741: Verified => $2019.6339830755228 from Wells Fargo:26 to ???????????? ????????:61
@1397848469231 | Transaction 735: Verified => $2947.442881502702 from Citi:25 to Citi:26
@1397848469305 | OLTP Data Parser: 5 transactions in queue
@1397848469378 | Worker 180: committing Transaction 748
@1397848469451 | Transaction 748: Verifying
@1397848469525 | Transaction 744: Verified => $8735.248649231398 from Zion's Bank:30 to MetLife:38
@1397848469598 | Transaction 741: Verifying
@1397848469671 | Transaction 740: Verified => $2886.4603060570303 from Chase:12 to Chase:11
@1397848469745 | Transaction 745: Verified => $3585.428804846149 from Chase:26 to ???????????? ????????:58
@1397848469818 | OLTP Data Parser: 5 transactions in queue
@1397848469892 | Transaction 730: Verified => $0.7021881236957128 from Capitol One:4 to Wells Fargo:8
@1397848469966 | Worker 175: committing Transaction 749
@1397848470039 | Transaction 749: Verifying
@1397848470112 | Transaction 744: Verifying
@1397848470185 | Transaction 740: Verifying
@1397848470259 | Transaction 745: Verifying
@1397848470332 | Transaction 731: Verified => $2046.1891739782789 from Zion's Bank:26 to Chase:42
@1397848470405 | Worker 182: committing Transaction 750
@1397848470479 | Transaction 750: Verifying
@1397848470552 | OLTP Data Parser: 5 transactions in queue
@1397848470625 | Transaction 747: Verified => $4152.262609053654 from Capitol One:10 to MetLife:0
@1397848470699 | Transaction 747: Verifying
@1397848470772 | Transaction 742: Verified => $8260.805396993099 from Chase:26 to ???????????? ????????:20
@1397848470845 | OLTP Data Parser: 5 transactions in queue
@1397848470918 | Transaction 742: Verifying
@1397848471019 | OLTP Data Parser: 6 transactions in queue
@1397848471092 | Transaction 734: Verified => $2674.410210005588 from Chase:27 to Chase:34
@1397848471167 | Worker 185: committing Transaction 751
@1397848471240 | Transaction 751: Verifying
@1397848471313 | Transaction 738: Verified => $5676.557951335396 from Citi:22 to Chase:22
@1397848471385 | OLTP Data Parser: 6 transactions in queue
@1397848471459 | Transaction 749: Verified => $2648.7263019928387 from Capitol One:2 to MetLife:8
@1397848471533 | Transaction 749: Verifying
@1397848471606 | Worker 187: committing Transaction 752
@1397848471681 | Transaction 752: Verifying
@1397848471754 | OLTP Data Parser: 6 transactions in queue
@1397848471924 | Transaction 743: Verified => $7780.3633591380785 from ???????????? ????????:5 to Chase:1
@1397848471998 | OLTP Data Parser: 7 transactions in queue
@1397848472073 | Transaction 743: Verifying
@1397848472173 | OLTP Data Parser: 8 transactions in queue
@1397848472329 | Transaction 740: Verified => $2886.4603060570303 from Chase:12 to Chase:11
@1397848472402 | OLTP Data Parser: 9 transactions in queue
@1397848472477 | Worker 174: committing Transaction 753
@1397848472550 | Transaction 753: Verifying
@1397848472623 | OLTP Data Parser: 9 transactions in queue
@1397848472782 | Transaction 745: Verified => $3585.428804846149 from Chase:26 to ???????????? ????????:58
@1397848472855 | Worker 181: committing Transaction 754
@1397848472930 | Transaction 754: Verifying
@1397848473003 | OLTP Data Parser: 10 transactions in queue
@1397848473077 | Transaction 739: Verified => $2171.6138644317616 from MetLife:1 to Chase:6
@1397848473150 | Worker 186: committing Transaction 755
@1397848473224 | Transaction 755: Verifying
@1397848473299 | Transaction 746: Verified => $3473.760187438558 from Wells Fargo:21 to Capitol One:17
@1397848473374 | Transaction 750: Verified => $3448.5646350884513 from MetLife:15 to Chase:24
@1397848473448 | OLTP Data Parser: 9 transactions in queue
@1397848473521 | Transaction 737: Error
@1397848473594 | Worker 188: committing Transaction 756
@1397848473668 | Transaction 756: Verifying
@1397848473746 | Transaction 746: Verifying
@1397848473820 | Transaction 750: Verifying
@1397848473893 | Transaction 741: Verified => $2019.6339830755228 from Wells Fargo:26 to ???????????? ????????:61
@1397848473967 | Worker 183: committing Transaction 757
@1397848474040 | Transaction 757: Verifying
@1397848474114 | OLTP Data Parser: 9 transactions in queue
@1397848474188 | Transaction 751: Error
@1397848474263 | Transaction 751: Verifying
@1397848474338 | Transaction 748: Verified => $1973.703998383497 from Wells Fargo:33 to Wells Fargo:32
@1397848474412 | Transaction 744: Verified => $8735.248649231398 from Zion's Bank:30 to MetLife:38
@1397848474486 | OLTP Data Parser: 9 transactions in queue
@1397848474560 | Worker 178: committing Transaction 758
@1397848474634 | Transaction 758: Verifying
@1397848474709 | Transaction 748: Verifying
@1397848474782 | OLTP Data Parser: 9 transactions in queue
@1397848474856 | Transaction 742: Verified => $8260.805396993099 from Chase:26 to ???????????? ????????:20
@1397848474932 | Worker 179: committing Transaction 759
@1397848475006 | Transaction 759: Verifying
@1397848475080 | OLTP Data Parser: 9 transactions in queue
@1397848475154 | Transaction 750: Verified => $3448.5646350884513 from MetLife:15 to Chase:24
@1397848475228 | Worker 182: committing Transaction 760
@1397848475302 | Transaction 760: Verifying
@1397848475375 | Transaction 756: Verified => $378.2733051476794 from Capitol One:13 to Zion's Bank:17
@1397848475449 | OLTP Data Parser: 9 transactions in queue
@1397848475523 | Transaction 743: Verified => $7780.3633591380785 from ???????????? ????????:5 to Chase:1
@1397848475596 | Worker 184: committing Transaction 761
@1397848475670 | Transaction 761: Verifying
@1397848475745 | Transaction 756: Verifying
@1397848475818 | Transaction 747: Verified => $4152.262609053654 from Capitol One:10 to MetLife:0
@1397848475892 | Worker 177: committing Transaction 762
@1397848475967 | Transaction 762: Verifying
@1397848476042 | Transaction 746: Verified => $3473.760187438558 from Wells Fargo:21 to Capitol One:17
@1397848476116 | Transaction 749: Verified => $2648.7263019928387 from Capitol One:2 to MetLife:8
@1397848476190 | Worker 175: committing Transaction 764
@1397848476264 | Transaction 764: Verifying
@1397848476338 | Transaction 752: Verified => $5202.965967019274 from ???????????? ????????:29 to Chase:8
@1397848476412 | OLTP Data Parser: 9 transactions in queue
@1397848476487 | Transaction 759: Verified => $9375.199519095 from MetLife:17 to ???????????? ????????:69
@1397848476562 | Worker 176: committing Transaction 763
@1397848476637 | Transaction 763: Verifying
@1397848476712 | Transaction 757: Verified => $1376.9402926281505 from Chase:14 to Capitol One:17
@1397848476787 | Transaction 754: Verified => $9004.209454218588 from Citi:9 to ???????????? ????????:90
@1397848476861 | OLTP Data Parser: 7 transactions in queue
@1397848476936 | Transaction 759: Verifying
@1397848477010 | Transaction 752: Verifying
@1397848477084 | Transaction 751: Error
@1397848477159 | Worker 185: committing Transaction 765
@1397848477233 | Transaction 765: Verifying
@1397848477307 | OLTP Data Parser: 8 transactions in queue
@1397848477381 | Transaction 760: Verified => $8431.630540104452 from ???????????? ????????:68 to Citi:8
@1397848477454 | Transaction 757: Verifying
@1397848477529 | Transaction 754: Verifying
@1397848477603 | Transaction 753: Verified => $8414.235485503172 from ???????????? ????????:38 to Wells Fargo:51
@1397848477678 | OLTP Data Parser: 8 transactions in queue
@1397848477752 | Transaction 762: Verified => $4398.358564591751 from Citi:18 to MetLife:26
@1397848477826 | Transaction 760: Verifying
@1397848477900 | Transaction 758: Verified => $6647.953367436491 from MetLife:21 to Citi:1
@1397848477974 | Transaction 755: Verified => $1723.8110806231077 from Capitol One:14 to Zion's Bank:36
@1397848478049 | OLTP Data Parser: 9 transactions in queue
@1397848478123 | Transaction 762: Verifying
@1397848478198 | Transaction 753: Verifying
@1397848478272 | OLTP Data Parser: 10 transactions in queue
@1397848478346 | Transaction 764: Verified => $1746.4339488022872 from Citi:3 to Chase:21
@1397848478421 | Transaction 758: Verifying
@1397848478495 | Transaction 755: Verifying
@1397848478570 | OLTP Data Parser: 11 transactions in queue
@1397848478644 | Transaction 764: Verifying
@1397848478718 | Transaction 754: Verified => $9004.209454218588 from Citi:9 to ???????????? ????????:90
@1397848478793 | OLTP Data Parser: 12 transactions in queue
@1397848478868 | Worker 181: committing Transaction 766
@1397848478943 | Transaction 766: Verifying
@1397848479017 | OLTP Data Parser: 12 transactions in queue
@1397848479187 | Transaction 757: Verified => $1376.9402926281505 from Chase:14 to Capitol One:17
@1397848479265 | Worker 183: committing Transaction 767
@1397848479341 | Transaction 767: Verifying
@1397848479416 | Transaction 748: Verified => $1973.703998383497 from Wells Fargo:33 to Wells Fargo:32
@1397848479490 | Worker 180: committing Transaction 768
@1397848479565 | Transaction 768: Verifying
@1397848479639 | OLTP Data Parser: 13 transactions in queue
@1397848479714 | Transaction 756: Verified => $378.2733051476794 from Capitol One:13 to Zion's Bank:17
@1397848479789 | Worker 188: committing Transaction 769
@1397848479864 | Transaction 769: Verifying
@1397848479941 | Transaction 763: Verified => $2152.186922523819 from Chase:15 to Citi:16
@1397848480015 | Transaction 760: Verified => $8431.630540104452 from ???????????? ????????:68 to Citi:8
@1397848480090 | Worker 182: committing Transaction 770
@1397848480165 | Transaction 770: Verifying
@1397848480239 | Transaction 761: Verified => $2293.75671343951 from MetLife:5 to Chase:8
@1397848480314 | Transaction 753: Verified => $8414.235485503172 from ???????????? ????????:38 to Wells Fargo:51
@1397848480389 | Worker 174: committing Transaction 771
@1397848480465 | Transaction 771: Verifying
@1397848480540 | OLTP Data Parser: 11 transactions in queue
@1397848480614 | Transaction 762: Verified => $4398.358564591751 from Citi:18 to MetLife:26
@1397848480691 | Worker 177: committing Transaction 772
@1397848480766 | Transaction 772: Verifying
@1397848480841 | Transaction 765: Verified => $5271.0812481468 from Zion's Bank:19 to Chase:28
@1397848480916 | Transaction 763: Verifying
@1397848480991 | Transaction 761: Verifying
@1397848481066 | Transaction 759: Verified => $9375.199519095 from MetLife:17 to ???????????? ????????:69
@1397848481141 | Worker 179: committing Transaction 773
@1397848481216 | Transaction 773: Verifying
@1397848481291 | Transaction 752: Verified => $5202.965967019274 from ???????????? ????????:29 to Chase:8
@1397848481367 | Worker 187: committing Transaction 774
@1397848481441 | Transaction 774: Verifying
@1397848481516 | Transaction 766: Verified => $3993.2206435697603 from Chase:16 to MetLife:10
@1397848481593 | OLTP Data Parser: 9 transactions in queue
@1397848481671 | Transaction 758: Verified => $6647.953367436491 from MetLife:21 to Citi:1
@1397848481746 | Worker 178: committing Transaction 775
@1397848481821 | Transaction 775: Verifying
@1397848481897 | Transaction 767: Verified => $468.290464419866 from Citi:16 to Zion's Bank:19
@1397848481972 | Transaction 765: Verifying
@1397848482047 | Transaction 766: Verifying
@1397848482123 | OLTP Data Parser: 7 transactions in queue
@1397848482198 | Transaction 767: Verifying
@1397848482299 | OLTP Data Parser: 8 transactions in queue
@1397848482374 | Transaction 773: Verified => $4386.378846260282 from Capitol One:4 to Zion's Bank:34
@1397848482450 | Transaction 773: Verifying
@1397848482525 | OLTP Data Parser: 9 transactions in queue
@1397848482687 | Transaction 755: Verified => $1723.8110806231077 from Capitol One:14 to Zion's Bank:36
@1397848482762 | Worker 186: committing Transaction 776
@1397848482838 | Transaction 776: Verifying
@1397848482913 | Transaction 768: Error
@1397848482989 | Transaction 764: Verified => $1746.4339488022872 from Citi:3 to Chase:21
@1397848483064 | OLTP Data Parser: 10 transactions in queue
@1397848483140 | Transaction 770: Verified => $2436.7020598988297 from ???????????? ????????:85 to Chase:37
@1397848483215 | Transaction 770: Verifying
@1397848483293 | Transaction 761: Verified => $2293.75671343951 from MetLife:5 to Chase:8
@1397848483368 | Worker 184: committing Transaction 778
@1397848483443 | Transaction 778: Verifying
@1397848483519 | Worker 175: committing Transaction 777
@1397848483594 | Transaction 777: Verifying
@1397848483670 | OLTP Data Parser: 9 transactions in queue
@1397848483745 | Transaction 768: Verifying
@1397848483820 | Transaction 769: Verified => $7199.543358031252 from Citi:27 to MetLife:25
@1397848483896 | Transaction 772: Verified => $1748.9265958264643 from ???????????? ????????:24 to Capitol One:7
@1397848483971 | Transaction 763: Verified => $2152.186922523819 from Chase:15 to Citi:16
@1397848484046 | Worker 176: committing Transaction 779
@1397848484122 | Transaction 779: Verifying
@1397848484197 | OLTP Data Parser: 9 transactions in queue
@1397848484272 | Transaction 767: Verified => $468.290464419866 from Citi:16 to Zion's Bank:19
@1397848484348 | Transaction 773: Verified => $4386.378846260282 from Capitol One:4 to Zion's Bank:34
@1397848484423 | Worker 179: committing Transaction 781
@1397848484499 | Transaction 781: Verifying
@1397848484574 | Transaction 771: Error
@1397848484650 | Transaction 769: Verifying
@1397848484725 | Transaction 772: Verifying
@1397848484801 | Transaction 775: Verified => $9881.302642832237 from Wells Fargo:38 to ???????????? ????????:14
@1397848484878 | Transaction 774: Verified => $5499.071075303044 from ???????????? ????????:46 to ???????????? ????????:30
@1397848484955 | OLTP Data Parser: 8 transactions in queue
@1397848485031 | Worker 183: committing Transaction 780
@1397848485106 | Transaction 780: Verifying
@1397848485181 | Transaction 771: Verifying
@1397848485257 | Transaction 775: Verifying
@1397848485333 | Transaction 774: Verifying
@1397848485408 | Transaction 777: Verified => $9048.323665255431 from MetLife:22 to Wells Fargo:39
@1397848485484 | OLTP Data Parser: 8 transactions in queue
@1397848485560 | Transaction 777: Verifying
@1397848485635 | Transaction 770: Verified => $2436.7020598988297 from ???????????? ????????:85 to Chase:37
@1397848485711 | Worker 182: committing Transaction 782
@1397848485787 | Transaction 782: Verifying
@1397848485862 | OLTP Data Parser: 9 transactions in queue
@1397848485986 | Transaction 765: Verified => $5271.0812481468 from Zion's Bank:19 to Chase:28
@1397848486062 | Worker 185: committing Transaction 783
@1397848486139 | Transaction 783: Verifying
@1397848486215 | OLTP Data Parser: 9 transactions in queue
@1397848486291 | Transaction 766: Verified => $3993.2206435697603 from Chase:16 to MetLife:10
@1397848486367 | Worker 181: committing Transaction 784
@1397848486443 | Transaction 784: Verifying
@1397848486519 | OLTP Data Parser: 8 transactions in queue
@1397848486667 | Transaction 768: Error
@1397848486743 | Worker 180: committing Transaction 785
@1397848486819 | Transaction 785: Verifying
@1397848486895 | OLTP Data Parser: 9 transactions in queue
@1397848487071 | OLTP Data Parser: 9 transactions in queue
@1397848487248 | OLTP Data Parser: 10 transactions in queue
@1397848487382 | Transaction 769: Verified => $7199.543358031252 from Citi:27 to MetLife:25
@1397848487458 | Worker 188: committing Transaction 786
@1397848487535 | Transaction 786: Verifying
@1397848487611 | OLTP Data Parser: 11 transactions in queue
@1397848487687 | Transaction 778: Verified => $9387.338338520314 from ???????????? ????????:29 to Wells Fargo:9
@1397848487763 | Transaction 778: Verifying
@1397848487839 | Transaction 780: Verified => $69.66695798054646 from ???????????? ????????:45 to Citi:21
@1397848487915 | Transaction 776: Verified => $3687.7286298182876 from Wells Fargo:32 to ???????????? ????????:80
@1397848487991 | Transaction 775: Verified => $9881.302642832237 from Wells Fargo:38 to ???????????? ????????:14
@1397848488067 | Worker 178: committing Transaction 787
@1397848488143 | Transaction 787: Verifying
@1397848488219 | Transaction 772: Verified => $1748.9265958264643 from ???????????? ????????:24 to Capitol One:7
@1397848488295 | Transaction 771: Error
@1397848488371 | Worker 174: committing Transaction 789
@1397848488447 | Transaction 789: Verifying
@1397848488524 | Transaction 777: Verified => $9048.323665255431 from MetLife:22 to Wells Fargo:39
@1397848488600 | Worker 175: committing Transaction 790
@1397848488676 | Transaction 790: Verifying
@1397848488752 | Worker 177: committing Transaction 788
@1397848488829 | Transaction 788: Verifying
@1397848488906 | Transaction 774: Verified => $5499.071075303044 from ???????????? ????????:46 to ???????????? ????????:30
@1397848488982 | Worker 187: committing Transaction 791
@1397848489058 | Transaction 791: Verifying
@1397848489134 | OLTP Data Parser: 11 transactions in queue
@1397848489210 | Transaction 783: Verified => $9824.65647705911 from Citi:22 to MetLife:35
@1397848489287 | Transaction 783: Verifying
@1397848489363 | Transaction 781: Verified => $7507.602847903568 from Zion's Bank:3 to Wells Fargo:11
@1397848489440 | Transaction 779: Verified => $840.2903313619158 from Capitol One:6 to MetLife:51
@1397848489516 | OLTP Data Parser: 7 transactions in queue
@1397848489592 | Transaction 782: Verified => $5231.088687277029 from Capitol One:2 to Citi:8
@1397848489669 | Transaction 782: Verifying
@1397848489745 | Transaction 780: Verifying
@1397848489822 | Transaction 776: Verifying
@1397848489899 | OLTP Data Parser: 8 transactions in queue
@1397848489976 | Transaction 781: Verifying
@1397848490053 | Transaction 779: Verifying
@1397848490129 | OLTP Data Parser: 9 transactions in queue
@1397848490206 | Transaction 784: Verified => $1787.6269203456775 from Zion's Bank:38 to Capitol One:10
@1397848490282 | Transaction 784: Verifying
@1397848490359 | OLTP Data Parser: 10 transactions in queue
@1397848490518 | Transaction 785: Verified => $5677.143777836717 from Chase:39 to Citi:24
@1397848490594 | OLTP Data Parser: 11 transactions in queue
@1397848490671 | Transaction 785: Verifying
@1397848490772 | OLTP Data Parser: 12 transactions in queue
@1397848490949 | OLTP Data Parser: 13 transactions in queue
@1397848491127 | OLTP Data Parser: 14 transactions in queue
@1397848491203 | Transaction 780: Verified => $69.66695798054646 from ???????????? ????????:45 to Citi:21
@1397848491282 | Transaction 781: Verified => $7507.602847903568 from Zion's Bank:3 to Wells Fargo:11
@1397848491358 | Transaction 790: Verified => $7419.366373933744 from Wells Fargo:9 to Citi:11
@1397848491435 | Worker 179: committing Transaction 793
@1397848491512 | Transaction 793: Verifying
@1397848491588 | OLTP Data Parser: 14 transactions in queue
@1397848491665 | Worker 183: committing Transaction 792
@1397848491741 | Transaction 792: Verifying
@1397848491818 | Transaction 789: Verified => $5466.032059689538 from Wells Fargo:32 to Chase:12
@1397848491895 | Transaction 790: Verifying
@1397848491972 | OLTP Data Parser: 14 transactions in queue
@1397848492049 | Transaction 785: Verified => $5677.143777836717 from Chase:39 to Citi:24
@1397848492125 | Transaction 776: Verified => $3687.7286298182876 from Wells Fargo:32 to ???????????? ????????:80
@1397848492202 | Transaction 788: Verified => $5070.444191089123 from Zion's Bank:10 to Capitol One:3
@1397848492279 | Transaction 789: Verifying
@1397848492356 | Worker 186: committing Transaction 795
@1397848492434 | Transaction 795: Verifying
@1397848492511 | Transaction 786: Verified => $1715.0623857939552 from MetLife:23 to Zion's Bank:43
@1397848492587 | Transaction 782: Verified => $5231.088687277029 from Capitol One:2 to Citi:8
@1397848492664 | Worker 182: committing Transaction 796
@1397848492741 | Transaction 796: Verifying
@1397848492819 | OLTP Data Parser: 14 transactions in queue
@1397848492896 | Transaction 784: Verified => $1787.6269203456775 from Zion's Bank:38 to Capitol One:10
@1397848492973 | Worker 181: committing Transaction 797
@1397848493051 | Transaction 797: Verifying
@1397848493129 | Transaction 778: Verified => $9387.338338520314 from ???????????? ????????:29 to Wells Fargo:9
@1397848493205 | Worker 184: committing Transaction 798
@1397848493283 | Transaction 798: Verifying
@1397848493361 | Worker 180: committing Transaction 794
@1397848493439 | Transaction 794: Verifying
@1397848493516 | Transaction 779: Verified => $840.2903313619158 from Capitol One:6 to MetLife:51
@1397848493594 | Worker 176: committing Transaction 799
@1397848493671 | Transaction 799: Verifying
@1397848493749 | Transaction 793: Verified => $5227.249469732808 from Capitol One:6 to MetLife:39
@1397848493826 | OLTP Data Parser: 12 transactions in queue
@1397848493908 | Transaction 791: Verified => $9103.289549532445 from Wells Fargo:45 to Capitol One:18
@1397848493986 | Transaction 791: Verifying
@1397848494063 | Transaction 788: Verifying
@1397848494139 | Transaction 786: Verifying
@1397848494217 | Transaction 787: Verified => $6464.257097014817 from ???????????? ????????:10 to ???????????? ????????:48
@1397848494294 | Transaction 783: Verified => $9824.65647705911 from Citi:22 to MetLife:35
@1397848494371 | Worker 185: committing Transaction 800
@1397848494449 | Transaction 800: Verifying
@1397848494527 | OLTP Data Parser: 11 transactions in queue
@1397848494604 | Transaction 793: Verifying
@1397848494681 | Transaction 787: Verifying
@1397848494760 | OLTP Data Parser: 11 transactions in queue
@1397848494935 | Transaction 789: Verified => $5466.032059689538 from Wells Fargo:32 to Chase:12
@1397848495013 | OLTP Data Parser: 12 transactions in queue
@1397848495091 | Worker 174: committing Transaction 801
@1397848495168 | Transaction 801: Verifying
@1397848495246 | Transaction 796: Verified => $8543.185890619292 from Capitol One:9 to ???????????? ????????:40
@1397848495323 | OLTP Data Parser: 12 transactions in queue
@1397848495400 | Transaction 786: Verified => $1715.0623857939552 from MetLife:23 to Zion's Bank:43
@1397848495478 | Transaction 795: Verified => $9687.523697954925 from MetLife:1 to Zion's Bank:42
@1397848495556 | OLTP Data Parser: 12 transactions in queue
@1397848495633 | Worker 188: committing Transaction 802
@1397848495710 | Transaction 802: Verifying
@1397848495788 | Transaction 797: Verified => $6586.250442826431 from Citi:5 to Citi:11
@1397848495865 | Transaction 796: Verifying
@1397848495942 | Transaction 790: Verified => $7419.366373933744 from Wells Fargo:9 to Citi:11
@1397848496020 | Worker 175: committing Transaction 803
@1397848496098 | Transaction 803: Verifying
@1397848496176 | Transaction 793: Error
@1397848496254 | Worker 179: committing Transaction 804
@1397848496331 | Transaction 804: Verifying
@1397848496409 | OLTP Data Parser: 13 transactions in queue
@1397848496487 | Transaction 795: Verifying
@1397848496565 | Transaction 797: Verifying
@1397848496642 | Transaction 788: Verified => $5070.444191089123 from Zion's Bank:10 to Capitol One:3
@1397848496720 | Transaction 792: Verified => $4744.32426032198 from Capitol One:19 to Chase:23
@1397848496798 | Worker 177: committing Transaction 805
@1397848496875 | Transaction 805: Verifying
@1397848496953 | OLTP Data Parser: 12 transactions in queue
@1397848497031 | Transaction 792: Verifying
@1397848497132 | OLTP Data Parser: 12 transactions in queue
@1397848497311 | OLTP Data Parser: 13 transactions in queue
@1397848497484 | Transaction 796: Verified => $8543.185890619292 from Capitol One:9 to ???????????? ????????:40
@1397848497561 | OLTP Data Parser: 14 transactions in queue
@1397848497640 | Transaction 798: Error
@1397848497718 | Transaction 798: Verifying
@1397848497795 | Transaction 800: Verified => $9693.609962727665 from ???????????? ????????:82 to Citi:12
@1397848497873 | Worker 182: committing Transaction 806
@1397848497951 | Transaction 806: Verifying
@1397848498029 | Transaction 799: Error
@1397848498107 | Transaction 794: Verified => $5103.295293950157 from Zion's Bank:21 to MetLife:22
@1397848498184 | OLTP Data Parser: 14 transactions in queue
@1397848498262 | Transaction 802: Verified => $2953.973888328666 from Zion's Bank:4 to Citi:17
@1397848498340 | Transaction 802: Verifying
@1397848498418 | Transaction 800: Verifying
@1397848498496 | Transaction 799: Verifying
@1397848498573 | Transaction 794: Verifying
@1397848498652 | Transaction 791: Verified => $9103.289549532445 from Wells Fargo:45 to Capitol One:18
@1397848498730 | Transaction 787: Verified => $6464.257097014817 from ???????????? ????????:10 to ???????????? ????????:48
@1397848498808 | OLTP Data Parser: 15 transactions in queue
@1397848498886 | Worker 178: committing Transaction 808
@1397848498964 | Transaction 808: Verifying
@1397848499043 | Worker 187: committing Transaction 807
@1397848499124 | Transaction 807: Verifying
@1397848499202 | OLTP Data Parser: 14 transactions in queue
@1397848499381 | OLTP Data Parser: 15 transactions in queue
@1397848499459 | Transaction 803: Verified => $2319.057841588279 from Capitol One:11 to Capitol One:3
@1397848499538 | Transaction 795: Verified => $9687.523697954925 from MetLife:1 to Zion's Bank:42
@1397848499616 | Worker 186: committing Transaction 809
@1397848499694 | Transaction 809: Verifying
@1397848499772 | Transaction 792: Error
@1397848499850 | Worker 183: committing Transaction 810
@1397848499931 | Transaction 810: Verifying
@1397848500009 | OLTP Data Parser: 16 transactions in queue
@1397848500087 | Transaction 803: Verifying
@1397848500165 | Transaction 806: Verified => $9592.842854330349 from ???????????? ????????:31 to Citi:8
@1397848500242 | Transaction 805: Verified => $7339.30160924378 from Zion's Bank:16 to MetLife:3
@1397848500322 | Transaction 802: Verified => $2953.973888328666 from Zion's Bank:4 to Citi:17
@1397848500401 | Worker 188: committing Transaction 811
@1397848500479 | Transaction 811: Verifying
@1397848500557 | Transaction 801: Verified => $9652.63861974734 from Capitol One:9 to Citi:7
@1397848500635 | Transaction 794: Verified => $5103.295293950157 from Zion's Bank:21 to MetLife:22
@1397848500713 | Worker 180: committing Transaction 812
@1397848500791 | Transaction 812: Verifying
@1397848500870 | OLTP Data Parser: 15 transactions in queue
@1397848500948 | Transaction 798: Error
@1397848501028 | Worker 184: committing Transaction 813
@1397848501106 | Transaction 813: Verifying
@1397848501184 | Transaction 800: Error
@1397848501262 | Transaction 808: Verified => $8630.401562100738 from Chase:42 to MetLife:35
@1397848501340 | Transaction 807: Verified => $4006.2579770342145 from Chase:29 to MetLife:13
@1397848501418 | Transaction 797: Verified => $6586.250442826431 from Citi:5 to Citi:11
@1397848501497 | Worker 181: committing Transaction 815
@1397848501575 | Transaction 815: Verifying
@1397848501654 | Transaction 804: Verified => $7199.839945869595 from Citi:12 to Capitol One:7
@1397848501732 | Worker 185: committing Transaction 814
@1397848501810 | Transaction 814: Verifying
@1397848501889 | OLTP Data Parser: 13 transactions in queue
@1397848501967 | Transaction 806: Verifying
@1397848502046 | Transaction 805: Verifying
@1397848502124 | Transaction 801: Verifying
@1397848502202 | OLTP Data Parser: 12 transactions in queue
@1397848502280 | Transaction 810: Verified => $9047.950801618757 from Capitol One:3 to MetLife:21
@1397848502359 | Transaction 810: Verifying
@1397848502437 | Transaction 808: Verifying
@1397848502516 | Transaction 807: Verifying
@1397848502594 | Transaction 804: Verifying
@1397848502673 | Transaction 803: Verified => $2319.057841588279 from Capitol One:11 to Capitol One:3
@1397848502752 | Worker 175: committing Transaction 816
@1397848502830 | Transaction 816: Verifying
@1397848502909 | OLTP Data Parser: 13 transactions in queue
@1397848502988 | Transaction 815: Verified => $4712.93680750414 from Wells Fargo:53 to Zion's Bank:9
@1397848503067 | Transaction 815: Verifying
@1397848503145 | Transaction 811: Verified => $9178.174262718174 from Zion's Bank:2 to Citi:8
@1397848503224 | Transaction 812: Verified => $6870.2923020632425 from ???????????? ????????:17 to Zion's Bank:25
@1397848503302 | OLTP Data Parser: 13 transactions in queue
@1397848503381 | Transaction 801: Verified => $9652.63861974734 from Capitol One:9 to Citi:7
@1397848503460 | Worker 174: committing Transaction 817
@1397848503539 | Transaction 817: Verifying
@1397848503618 | Transaction 811: Verifying
@1397848503697 | Transaction 812: Verifying
@1397848503775 | OLTP Data Parser: 13 transactions in queue
@1397848503855 | Transaction 799: Verified => $6811.457752315956 from Capitol One:7 to Chase:4
@1397848503934 | Transaction 806: Verified => $9592.842854330349 from ???????????? ????????:31 to Citi:8
@1397848504013 | Worker 182: committing Transaction 819
@1397848504092 | Transaction 819: Verifying
@1397848504171 | OLTP Data Parser: 13 transactions in queue
@1397848504252 | Worker 176: committing Transaction 818
@1397848504332 | Transaction 818: Verifying
@1397848504411 | Transaction 809: Verified => $2660.1181741724367 from MetLife:47 to Chase:33
@1397848504491 | OLTP Data Parser: 13 transactions in queue
@1397848504570 | Transaction 805: Verified => $7339.30160924378 from Zion's Bank:16 to MetLife:3
@1397848504649 | Transaction 809: Verifying
@1397848504729 | OLTP Data Parser: 13 transactions in queue
